text,standardized,split,input_char_len,target_char_len,input_truncated,target_truncated,input_padding_needed,target_padding_needed
Guet zot zanfans dow,Get zot zanfan dow!,train,22,21,False,False,234,235
Ki lutiliter hotline 146 pu fer complaint si patient la p bzn pass so msg limem r x y z c zt devoir prend complaint ek escalate departmnt concerner de tte fason problem aircon ti tltmp 1 gro problem dan tou lopital ki dan la salle operation ausi,"Ki itilite hotline 146 pu fer complaint si patient la pe bizin passe so message limem ar x y z? Se zot devoir prend complaint ek escalate departman concerne. De toute fason, problem aircon ti tultan 1 gro problem dan to lopital, ki dan la salle operation osi.",train,247,261,False,True,9,0
Li bien couyon dimun pu suivre so course kuma pu vin rich,Li bien kuyon dimunn pu suivre so course kuma pu vinn rich.,train,59,61,False,False,197,195
Bezz kass dimoun mm ena bezer la. Pa p koner kuma pu kokin dimoun pauve maleré p trac pu gnn so permis pu travaiy ou dimoun la ena en desire ena en loto pu li zot fr tout so kalit laloi pu bez kass ti dimoun 🤬🤬,"Bez kas dimunn mem, ena bez la! Pa pe kone kuma pu kokin dimunn pauve malere? Pe trasse pu gagne so permis pu travail, ou dimunn la ena en desire, ena enn loto pu li. Zot fer tu so kalite lalwa pu bez kas ti dimunn! 🤬🤬",train,212,220,False,False,44,36
"C'est version des accusations, eski ZOT vine écoute version du accusé avant faire commentaire dans un sense ou dans un autre Typiquement mentalité noir famde certains mauriciens",C'est version des accusations. Eski zot vinn écoute version du accusé avant faire commentaire dans un sense ou dans un autre? Typiquement mentalité noir famde certains Mauriciens.,train,179,181,False,False,77,75
5a london city college brillant student li assez grand pou fer zig zag kuma tevin toppo waahhh,"5 a London City college brillant student. Li assez grand pu fer zig zag kuma Tevin, top wah.",train,96,94,False,False,160,162
"Combien gran combien petit ene enfant eter parents pas tro suposer laise enfant mem pas al tousel toilet ni pour nager tousel, bizin reste veyer enfan, mem nous p amuser sa heure la, enfin ene minit second, mo pas quitte enfant tousel, chak 5 a 10 minit mo roder mo telephoner si mo enfan la ou pas, pour moi ces comme sa","Combien gran, combien petit enn enfant ete. Parents pa tro sipoze laisse enfant mem pa ale tousel toilet ni pu naze tousel. Bizin reste veye zanfan. Mem nous pe amuse sa heure la, enfin enn minit second, mo pa quitte enfant tousel. Sak 5 a 10 minit mo rode, mo telefone si mo zanfan la ou pa. Pour moi se comme sa.",train,323,316,True,True,0,0
"[NAME], faut interdire la nage avec les dauphins il faut les laisser tranquille","[NAME], faut interdire la naze avec les dauphins. Il faut les laisser trankil.",train,81,80,False,False,175,176
Next time dire to fam asté so pad lavance garder pas atan asoir pou al rode pad,Next time dire to fam aste so pad lavans garde. Pas atann asoir pu ale rode pad.,train,81,82,False,False,175,174
"[NAME], vegetable seller lerla 🤔???","[NAME], vegetable seller lerla 🤔???",train,37,37,False,False,219,219
Van dn somiel,Van dan somey.,train,15,16,False,False,241,240
Sa boug la encore la mode saaa🙄😒😏. Pna news cki pli important pou met dow😏😏😏,Sa boug la encore la mode sa.🙄😒😏 Pena news seki plis important pu met dow.😏😏😏,train,78,79,False,False,178,177
Toujours [NAME] p fr macro 🤣🤣🤣. Kan pension 60 ans in coupe sa pas trouve li sa. Et al drmii ou fr bien do,"Toujours [NAME], pe fer macro 🤣🤣🤣 Kan pension 60 ans inn coupe, sa pas truve li sa. Eta ale dormi, ou fer bien dow.",train,108,117,False,False,148,139
Kifr hésité pu met zt noms?,Kifer hésité pu met zot noms?,train,29,31,False,False,227,225
Symphatie lecoeur kasser caa,Sympathie! Leker kase sa.,train,30,27,False,False,226,229
BRAVO CHAMPION,BRAVO CHAMPION.,train,16,17,False,False,240,239
La justice nous bizin fr ek sofere la mo frere,La justice nous bizin fer ek sofere la mo frere.,train,48,50,False,False,208,206
ENN MERDE VIGILANCE PAS PU RENFORCER HOGAL BAH..... SI OU ENVI RENFORCEMENT ANNUL VOL SORTI DEPI LA BAS ASTERE LA MÊME. PARCEKI SA BANN SERVEUSE LA MEME PU AMENE SA ICI,ENN MERDE VIGILANCE PAS PU RENFORCER HO GAL BA..... SI OU ENVI RENFORCEMENT ANNUL VOL SORTI DEPI LABA ASTER LAMEM PARSKI SA BANN SERVEUSE LAMEM PU AMENE SA ICI.,train,170,162,False,False,86,94
Karver saa envoyer par [NAME] saa 299🤔🤔🤔,Kave sa? Envoyer par [NAME] sa? 299.🤔🤔🤔,train,42,41,False,False,214,215
Cot nous ban zan z,Kot nous bann Gen Z?,train,20,22,False,False,236,234
"Sa bizin passe lor tf1 sa, scène insolite à île maurice, il braque une commerçante avec un pistolet 🔫 pour du pepsi 👀😂 mauricien pa mendiant li","Sa bizin passe lor tf1 sa, scène insolite à île Maurice, il braque une commerçante avec un pistolet 🔫 pour du Pepsi 👀😂 Mauricien pa mendiant li.",train,145,146,False,False,111,110
"[NAME], ah bon? Eski ou travay l'hopital ou? 1 généraliste bisin galoupe partout, wards, casualty, la salle operation, labour ward. Ena unit pas gagne letemps mangé, p mangé minuit asoir (pourtant nu in prn travay 8am gramatin) apres ou p vin dire dormi 10hrs temps? Enfin...","[NAME], ah bon? Eski ou travail lopital ou? 1 généraliste bizin galoupe partu: wards, casualty, la salle operation, labour ward. Ena unit pas gagne letan manze, pe manze minuit aswar (pourtant nu inn pran travail 8am gramatin) apre ou pe vinn dire dormi 10hr tan? Enfin...",train,277,274,True,True,0,0
ESKI INFIRMIER DOCTEUR OU ATTANDANT KI REPARE AIRCON??? ENA PROBLEM LA B LEKIP E. S. D KI ZOT TRAVAIL FR OPERATION LOR BAN MALADE,"ESKI INFIRMIER, DOCTEUR OU ATTANDANT KI REPARE AIRCON??? ENA PROBLEM LA! B LEKIP ESD KI ZOT TRAVAIL FER OPERATION LOR BANN MALADE.",train,131,132,False,False,125,124
😂😂😂😂😂 Tiouuu.... Cass stress net 😂😂😂,😂😂😂😂😂 Tiew.... Kase stress net. 😂😂😂,train,38,37,False,False,218,219
"[NAME], pou bizin donne zotte fusil dilo aster","[NAME], pu bizin donne zot fusil dilo aster.",train,48,46,False,False,208,210
Lepok mo ti college nous ti mauvais ene lot façon. Sa Banla ene different specimen mm sa😂,Lepok mo ti college nous ti mauvais enn lot façon. Sa banla enn different specimen mem sa.😂,train,91,93,False,False,165,163
Get n cout bn ancien president p baise cash lor ledos malheurer etc zot gangne securiter loto lessence met pavion e perna ranment r zot,"Get enn kut bann ancien president pe bez cash lor ledo malerer, etc. Zot gagne sekirite, loto lesans. Met pavion, ek pena ranman ar zot.",train,137,138,False,False,119,118
Bizin ras zotte permi,Bizin rase zot permis.,train,23,24,False,False,233,232
Jour j là kan sil vous plaît asking for a friend🥴🥴🥴,Jour J la kan s'il vous plaît? Asking for a friend.🥴🥴🥴,train,53,56,False,False,203,200
Autorite ki pas kone organiser et pena cadre legal pou gere l incivism..,Otorite ki pas kone organiser et pena cadre legal pu gere l'incivism..,train,74,72,False,False,182,184
Bien besoin tou labank envoy statement of account every six month minimum a tou bann client enan bocoup person garde largent dan labank san fer zot prochain koner et kan zot deceder ban ki travail dan labank bez tou kas pou zot minis de finance bizin prend action pou remedier la situation,Bien besoin tu labank avoy statement of account every six month minimum a tu bann client. Ena buku personne garde larzan dan labank san fer zot prochain kone et kan zot decede bann ki travail dan labank bez tu kas pu zot. Minis de finance bizin prend action pu remedier la situation.,train,291,285,True,True,0,0
Ayo fou lor Baz,Ayo fou lor baz.,train,17,18,False,False,239,238
Bizin ena ene loi pou ban étudiant concernant discipline dans bus. Kan p prend transport pou al lekol ou lakaz. Bravo!,Bizin ena enn loi pu bann étudiant concernant discipline dans bus. Kan pe prend transport pu ale lekol ou lakaz. Bravo!,train,120,121,False,False,136,135
Enfin changement tous dimounes p souffert ça gouvernment la pena pitié,Enfin changement. Tu dimunn pe souffert. Sa gouvernment la pena pitié!,train,72,72,False,False,184,184
Lexpress sa grandeur piscine la non Piscine zanfant gonflable,"L'Express: sa grandeur piscine la non, piscine zanfan gonflable.",train,63,66,False,False,193,190
"[NAME], thats correct also he earns a lot from referal akoz sa li done lesson gratuit","[NAME], that's correct also he earns a lot from referal akoz sa li donne lesson gratuit.",train,87,90,False,False,169,166
Letemps gardien ti gne matoss un yen fumer ti prend li trankil li mange 1 taba samem p bizin declare ziss 299 mem 😅😅😅🤣🤣,"Letan gardien ti gagne matoss, un yen fume ti prend li. Trankil li manze 1 taba. Samem pe bizin deklare zis 299 mem! 😅😅😅🤣🤣",train,121,124,False,False,135,132
"C ki mo p compran ban sat la p ale mort sa, mo trouver p met poison sa😢","Seki mo pe konpran bann sate la pe ale mort sa, mo truve pe met pwason sa.😢",train,73,77,False,False,183,179
En Tou cas sa la loi 30000rs cado ou Personel la bien pas bon! La vraimem bien pas bon,Entuka sa la loi 30000 Rs cado ou personel la bien pas bon! La vraimem bien pas bon.,train,88,86,False,False,168,170
Sommeil fek casser apres un an,Sommeil fek kase apre un an.,train,32,30,False,False,224,226
"[NAME], en plus.. Alle faire ene cours plus exams how to drive","[NAME], en plus.. Ale faire enn cours plus exams how to drive.",train,64,64,False,False,192,192
Liberter respirer monter hogal baa,Liberte respire monte hogal ba.,train,36,33,False,False,220,223
Ala cinemas sans payer la,Ala cinemas sans peye la.,train,27,27,False,False,229,229
Haha eta al drmi do ta,Haha eta ale dormi dow ta!,train,24,28,False,False,232,228
Ici moris ici nu pissar to fizi🤣🤣,"Ici Moris ici, nu pisar to fizi.🤣🤣",train,35,36,False,False,221,220
Bien dir figir la Kuma dir P ggne constiP,Bien dir! Figure la kumadir pe gagne constipe.,train,43,48,False,False,213,208
"[NAME], ki ou apel sa augmentation done ou 635 coupe 636 lor csg","[NAME], ki ou apel sa augmentation? Donne ou 635, coupe 636 lor CSG.",train,66,70,False,False,190,186
"[NAME], mo donne ou n konsey fer kouma longtan nouri zis 1 coq ek 5 poules avec n ti patience ou pa pou bizin aster dizefs ni poules pou manger si sak morisien fer sa so dizefs ki li p vender r10 la rest dans so plato mem sa mem so problem dan moris morisien pa rode fer n ti sacrifice pran l'example ek rodrigue tout rodrigais ena o moins 10 poules 10 canards 3 cabris ou bien 5 lapiins dans so lacours","[NAME], mo donne ou enn konsey, fer kuma lontam nouri zis 1 coq ek 5 poules. Avec enn ti patience ou pa pu bizin aster dizef ni poule pu manze. Si sak Morisien fer sa, so dizef ki li pe vande Rs10 la reste dans so plato mem. Samem so problem dan Moris, Morisien pa rode fer enn ti sacrifice. Pran l'example ek Rodrigues. Tu rodrigais ena omoin 10 poule, 10 canards 3 cabris, ou bien 5 lapins dans so lakour.",train,405,409,True,True,0,0
Boug la apel [NAME],Boug la apel [NAME].,train,21,22,False,False,235,234
Tou voler ene cof lot la valise person pa gagne case viv l'ile moris,"Tu voler! Enn kof, lot la valise. Personne pa gagne case. Viv lil Moris!",train,70,74,False,False,186,182
Ki paye les frais?,Ki peyi les frais?,train,20,20,False,False,236,236
Tou les jours dan certain station ena sa transport la al pren x y... Sois pe al kit la caz sois pe al pren pou vinn travail..🤔,Tulezur dan certain station ena sa transport la ale pran x y... Soi pe ale kite lakaz soi pe ale pran pu vinn travail..🤔,train,128,122,False,False,128,134
Terrorist saa!!!,Terrorist sa!!!,train,18,17,False,False,238,239
So figire mm 1 comik🙄,So figire mem 1 comik.🙄,train,23,25,False,False,233,231
"[NAME], tifi la deja travail pad so premier jours sa ti invite pou e n ti fete li pas boire parceki li enan 17 hahah seilent li boire 3 4 verrès più moi wne combinations a trois ki mal tourner chavun so opinioni","[NAME], tifi la deza travail pa so premier jours sa. Ti invite pu enn ti fete, li pas boire parski li ena 17, hahah, selma li boire 3 4 ver. Pu moi enn combinations a trois ki mal tourner chacun so opinion.",train,213,208,False,False,43,48
Nou bizin etre cent pour cent vigilant sur nos route bizin kapav evite zozo kk lor parebrise kan pe roulee # evite roule dan ban trou lor chemin # eviter kan pe trouve ene boule sortir lor chemin konee ki pou ena zenfant ki pou sortie par derriere #ab parents so role bizin veille zenfant point finale #la cour supreme bizin fer le responsable de lenfant paye ene lamand pour negligence #,Nu bizin etre cent pourcent vigilant sur nos route! Bizin kapav evite zozo kaka lor parebrise kan pe roule # evite roule dan bann trou lor chemin # evite kan pe truve enn boul sortir lor chemin kone ki pu ena zanfan ki pu sorti par deryer #ab parents so role: bizin veille zanfan point final #lakour supreme bizin fer le responsable de l'enfant peye enn laman pour negligence #.,train,390,380,True,True,0,0
Abizé comme dab,Abize comme d'habitude.,train,17,25,False,False,239,231
"Camion la fini srti 3/ 4, sofer van gagn letemp flash phare mais, pne kpv pez frein. Defensive driving zt pas koner mem kiete ca","Camion la fini sorti 3/4, sofer van gagne letan flash phare mais pann kapav pez frein. Defensive driving zot pas kone mem kiete sa.",train,130,133,False,False,126,123
Déjà pou commencer vanne ine respect la limitation vitesse mo pas croire,"Déjà pu commence, van inn respect la limitation vites? Mo pas croire.",train,74,71,False,False,182,185
Dr ceki zotboulé toradio tv pli rapid lor donne nouvelle,"Dir seki zot oule lor radio, TV plis rapid lor donne nouvelle.",train,58,64,False,False,198,192
Tous jouisseurs sa ban faloy zot mama la,Tu jouisseurs sa bann faloy zot mama la.,train,42,42,False,False,214,214
"[NAME], ajoute 2 paragraphes encore paraitre oune gagne diarhée dans ecrire","[NAME], azoute 2 paragraphes encore, paret ou gagne diarhée dans ekrir!",train,77,73,False,False,179,183
cuma soz pou faire la Hahn Updike?? encore st valentin pres..,Kuma soz pu faire la Hahn Updike?? Encore St Valentin pre..,train,63,61,False,False,193,195
balier kk,Balier kaka.,train,11,14,False,False,245,242
Mo p mazinn sa l'Express nepli ena lartik pu metT,Mo pe mazine sa l'Express nepli ena lartik pu met.,train,51,52,False,False,205,204
Mo pas nécessaire met zot soulier ok du coup kan lo comments mo p sure mo point mo dire sa d’ailleurs sa banne métier qui servi population li dure mais bisin assumer car zot ki choisir sa ok no need to reply me,Mo pas nécessaire met zot soulier ok du kut kan lire comments mo pe sure mo point mo dire sa. D’ailleurs sa bann métier qui servi population li dure mais bizin assumer car zot ki choisir sa. Ok no need to reply me.,train,212,216,False,False,44,40
Dimoune en danger,Dimunn en danger.,train,19,19,False,False,237,237
Au moins n zafer fne baisser par sa govt la c baisse lor reussite dans sc 2025,"Omoin enn zafer finn bese par sa guvernman. La, se bese lor reussite dans SC 2025.",train,80,84,False,False,176,172
bour li endan et so bouteil pisr,Boure li endan et so bouteil pisar.,train,34,37,False,False,222,219
Dans 2mois pu re ena mem drama🤣,Dans 2 mois pu re ena mem drama.🤣,train,33,35,False,False,223,221
Ki sa zavoka pu al defane zot la,Ki sa zavoka pu ale defane zot la?,train,34,36,False,False,222,220
Avec 3 credit ine gagn baisse.? 🤣🤣🤣🤣,Avec 3 credit inn gagne bese.? 🤣🤣🤣🤣,train,38,37,False,False,218,219
Ena kitsoz nouvo dan sa plan travail la sinon sa ki ti zot plan,Ena kitsoz nuvo dan sa plan travail la? Sinon seki ti zot plan?,train,65,65,False,False,191,191
Arret faire perdi zote letemp pu nanier. Cashite zote figure ou net cagoule paski zote meme zote pas en securiter ek pas cpv defane zote meme. Zote bizin faire formation bien avant paski zote pu gagne caution apres lerla ki zote pu faire,Aret faire perdi zot letan pu nanyin. Kasyet zot figure ou net cagoule parski zot mem zot pas en sekirite ek pas kapav defane zot mem. Zot bizin faire formation bien avant parski zot pu gagne caution apre lerla ki zot pu faire.,train,239,229,False,False,17,27
Sa v dire ene reseau net dans la banque!,Sa vdire enn rezo net dans la banque!,train,42,39,False,False,214,217
Nou nepli envi ecoute xot. Assez assez,"Nu nepli anvi ekut zot. Assez, assez.",train,40,39,False,False,216,217
P badiner dans lheure travail. Bal pas sorti par li tt sel,Pe badine dans ler travail. Bal pas sorti par li tousel.,train,60,58,False,False,196,198
Nimporte quoi madame,Nerport quoi madame.,train,22,22,False,False,234,234
Une veille de forte pluie Cki m p cmprn Demain mercredi pu ena gro lapli Lrla jeudi pu ena pli gro lapli,"Une veille de forte pluie. Seki mo pe konpran demain mercredi pu ena gro lapli, lerla jeudi pu ena pli gro lapli.",train,106,115,False,False,150,141
Boufon pou 2 bon rien a dir top net,Boufon pu 2 bon rien a dir top net.,train,37,37,False,False,219,219
Kiefer taux de reussite p baisser?,Kifer taux de reussite pe bese?,train,36,33,False,False,220,223
Kan koz menti lo religion de to créateur donc atan consequences desan servi religion pour promote bizness crypto ena lot enkor mr fess ek bocal dilo 35k lorganiste dans morcellement aurea high lands fer attention li gn revelation tous li😂😂😂,Kan koze menti lo religion de to créateur donc atann consequences desan. Servi religion pour promote bizness crypto. Ena lot ankor monsieur fesse ek bocal dilo. 35k. Lorganiste dans Morcellement area Highlands. Fer attention. Li gagne revelation tu li.😂😂😂,train,242,257,False,True,14,0
Per envi vine millionaire,Per anvi vinn millionaire.,train,27,28,False,False,229,228
Dans la bank casse pas secure cote pour mette sa enbas la terre,"Dans labank, kas pas secure. Kot pour met sa? Enbas la terre?",train,65,63,False,False,191,193
Madam ou ti p tir piss dans matelas,"Madam, ou ti pe tire piss dans matela.",train,37,40,False,False,219,216
"[NAME], 2026 pou mw 🤩🤩🤩","[NAME], 2026 pu mwa. 🤩🤩🤩",train,25,26,False,False,231,230
B maurice plus grand engleterre lor map. Kot nou p allé,B Maurice plus grand angleter lor map. Kot nu pe ale.,train,57,55,False,False,199,201
Bane ki p vendre simic la 4 coin la rue kan pou aret zot,Bann ki pe vendre simic la 4 coin la rue. Kan pu aret zot?,train,58,60,False,False,198,196
Eyyy assez do.,Ey assez dow.,train,16,15,False,False,240,241
Met enn lordre navin. Pa get zis canard,Met enn lord Navin. Pa get zis canard.,train,41,40,False,False,215,216
Haha eta al drmi do ta!!!,"Haha, eta ale dormi dow ta!!!",train,27,31,False,False,229,225
Kan ki 5 credit ki pourcentage plus haut aster avec 4 credit pourcentage p baisser 🤔,Kan ki 5 credit ki pourcentage plus haut. Aster avec 4 credit pourcentage pe bese. 🤔,train,86,86,False,False,170,170
Bne politicien malprop aussi bisin pas ggn droit ale grand bassin bne ki bien malprop et malang dans zot la tete la,Bann politicien malprop aussi bizin pas gagne droit ale Grand Bassin. Bann ki bien malprop et malang dans zot latet la.,train,117,121,False,False,139,135
Depi ki mo zenfant mo fine plein tane meme chanter ''leçon particulier'' ziska zordi pas fine ena narien de concret. Leçon la li ene must si ou envie progres dans leducatio de nos jours. C'est banne ki pas capave afford ki reste a l'arriere. Mo ene parmi tant d'autres,Depi ki mo zanfan mo finn plein tande mem chanter ''leçon particulier'' ziska zordi pas finn ena nanyin de concret. Leçon la li enn must si ou anvi progres dans ledikasyon de nos jours. Se bann ki pas kapav afford ki reste a laryer. Mo enn parmi tant d'autres.,train,270,262,True,True,0,0
Apres ki derouleman la pual lakaz bwar pepsi em la,Apre ki derouleman la? Puale lakaz bwar Pepsi mem la?,train,52,55,False,False,204,201
Bizain arrêt tout c ki fine empêche la police faire so travail,Bizin aret tu se ki finn empêche la police faire so travail.,train,64,62,False,False,192,194
Éh 1 ban lespess n'importe p trouve sa van la ki entor la (1) prioriter pou van la (2) et si get bien van la ine met so phare p vini b sa [NAME] so lizer kot été li eski li ti gne droit mem sorti kan p gaiter kot sa vanla ine ariver avc li get bien avant ki zot 1 ban zfr lor sa post la a moin ki sa sofèrecamion li fami avc zot pou zot dir 1 zfr cumsa🔥🔥🔥,"Eh 1 bann lespess n'importe, pe truve sa van la ki antor la. (1) priorite pu van la. (2) et si get bien van la inn met so phare pe vini. B sa [NAME] so lizye kot ete li? Eski li ti gagne droit mem sorti kan pe get kot sa banla inn arrive avec li? Get bien avant ki zot 1 bann zafer lor sa post la omoin ki sa [NAME] li fami avec zot pu zot dir 1 zafer kumsa.🔥🔥🔥",train,357,363,True,True,0,0
"MAIS PAUL BERANGER FINE RENTRE DAN GOUVERNEMENT AVEC SO DEUX GRAINE SEULEMENT, KI GRAND GRAND COZER KI LI COZER AZORDI, LI ENVIE PARTAGE AVEC BLANC","MAIS Paul BERANGER FINN RENTRE DAN GOUVERNEMENT AVEC SO DEUX GRAINE SEULEMENT, KI GRAND GRAND KOZ KI LI KOZ AZORDI, LI ANVI PARTAGE AVEC BLANC.",train,149,145,False,False,107,111
pas tarder laiss place,"Pas tarde, laisse place.",train,24,26,False,False,232,230
"[NAME], ti pou bon ou met zot soulier pou 24hr et ou ava trouver si li convenable","[NAME], ti pu bon ou met zot soulier pu 24hr et ou ava truve si li convenable.",train,83,80,False,False,173,176
Bezz kass dimoun mm ena bezer la pa p koner kuma pu kokin dimoun pauve maleré p trac pu gnn so permis pu travaiy ou dimoun la ena en desire ena en loto pu li zot fr tout so kalit laloi pu bez kass ti dimoun 🤬🤬,"Bez kas dimunn mem, ena bez la! Pa pe kone kuma pu kokin dimunn pauve malere? Pe trasse pu gagne so permis pu travail, ou dimunn la ena en desire, ena enn loto pu li. Zot fer tu so kalite lalwa pu bez kas ti dimunn. 🤬🤬",train,211,220,False,False,45,36
Rien de politik mais sa faire moi pense belle mere pol (alors ki li ti 1er minis )p marcher p al bazar roz hill bel difference,Rien de politik mais sa faire moi pense belle mere pol (alors ki li ti 1er minis )pe marse pe ale bazar Rose Hill. Bel difference.,train,128,132,False,False,128,124
Kifer pa met so nom ek photo et ki la bank?,Kifer pa met so nom ek photo et ki labank?,train,45,44,False,False,211,212
Mieux vaut tard que jamais même si après 9 ans linn dire sa sa prouver ki parfois la verité fini toujours par faire surface,"Mieux vaut tard que jamais, même si après 9 ans linn dire sa, sa prouve ki parfois la verite fini toujours par faire surface.",train,125,127,False,False,131,129
La caisse vide pou met pluie torrentiel?,La caisse vide pu met pluie torrentielle?,train,42,43,False,False,214,213
Majorite auto ecole montrer kuma pou gagne license pa pou vine bon chaffeurs🤔🤔🤔,"Majorite auto ecole montre kuma pu gagne license, pa pu vinn bon chaffeurs.🤔🤔🤔",train,81,80,False,False,175,176
"Ramgoo so fiston sa, so main droite, menteur pareil kouma papi","Ramgoo so fiston sa, so main droite, menteur pareil kuma papi.",train,64,64,False,False,192,192
"[NAME], samem mo p dir si ene inspecteur sah li bien grave ene trainee kapav comprend","[NAME], samem mo pe dir, si enn inspecteur sa li bien grave. Enn trainee kapav konpran.",train,87,89,False,False,169,167
Ferme to yeye ta ey,"Ferme to yeye, tahey.",train,21,23,False,False,235,233
"[NAME], 2026 famous clown","[NAME], 2026 famous clown.",train,27,28,False,False,229,228
Bhago re bhago le peuple en colère,Bhago re bhago. Le peuple en colère.,train,36,38,False,False,220,218
Extra ca! Parents pe boire sou kot la mer qui deza overcrowded. Reste la caz,Extra sa! Parents pe boire sou kot la mer qui deza overcrowded. Reste lakaz.,train,78,78,False,False,178,178
"Mo trouve tou dimoune p comments couma dir van ki problème la! Mais mo bien croire ki c camion la ki ti bizin arrêter ek guet avant li sorti! Van la p vini ek tou so vitesse, p croire couma pez frein van la pou arrête dsuite? Pas také lalimier nanier sa zafer ki appel frein la!","Mo truve tu dimunn pe comments kumadir van ki problème la! Mais mo bien croire ki se camion la ki ti bizin arrêter ek get avant li sorti! Van la pe vini ek tu so vites, pe croire kuma pez frein van la pu aret desuite? Pas take lalimier nanyin, sa zafer ki apel frein la!",train,280,272,True,True,0,0
Laisse parents decide,Laisse parents decide.,train,23,24,False,False,233,232
Moi mo bin pa bizin legant pou levé mo garde li prop et plastic poubelle endans bizin comprend dimoune la,Moi mo bin pa bizin legant pu leve. Mo garde li prop et plastic poubelle endan. Bizin comprend dimunn la.,train,107,107,False,False,149,149
"[NAME], b ouiii servi lespri imp avant blame mama ek so tifi","[NAME], b oui, servi lespri enpe avant blame mama ek so tifi.",train,62,63,False,False,194,193
Apart emet bne fausse alerte saem tou zot kne faire 😩,"Apart emet bann fausse alerte, samem tu zot kone faire. 😩",train,55,59,False,False,201,197
Ki kalité incompetent sa.... Bizin fer lenket lor zzotmem.... Pfff,Ki kalite incompetent sa.... Bizin fer lanket lor zot mem.... Pff.,train,68,68,False,False,188,188
Hope zot trap sa sofer irresponsab la et met li dan la main public et met lor social media intolerable et innaceptable 😡😡😡😡😡😡,"Hope zot trape sa sofer iresponsab la et met li dan la main public et met lor social media, intolerable et innaceptable. 😡😡😡😡😡😡",train,127,129,False,False,129,127
"Madam la comik selma. Li p continier netoyé. Li pan per ni paniker. Bravo madam.. Mai ca aurai pu etre pire, li osi li 1 volere comik, tousala pou cokin zis 3 boutey pepsi, madam la mm in don li kdo pou li fou lapaix🤣🤣🤣","Madam la comik selma. Li pe kontiyn netway. Li pann per ni panike. Bravo madam.. Me sa aurai pu etre pire. Li osi li 1 voler comik, tusala pu kokin zis 3 boutey Pepsi. Madam lamem inn donne li kado pu li fou lapaix.🤣🤣🤣",train,221,220,False,False,35,36
"ALA SANZEMAN 🤣. TI POU ENA DISTINCTION PARTOU SI FER TIKTOK, FER PALAB, PREN NISA, LAGUER LOR LA GARE TI BAN SUJET ACADEMIC","ALA SANZEMAN. 🤣 TI PU ENA DISTINCTION PARTU SI FER TikTok, FER PALAB, PRAN NISA, LAGER LORLA GARE TI BANN SUJET ACADEMIC.",train,125,123,False,False,131,133
B kifer zot nom pa encris gagne honter si ti ene creole ti pou met son nom complet channelnews mu to pe amene role pilon la,B kifer zot nom pa encris gagne honte si ti enn creole ti pu met son nom complet channelnews. Mu to pe amenn role pilon la.,train,125,125,False,False,131,131
C dominer sa p fer la vie difficile pu gagne license,Se dominer! Sa pe fer lavi difficile pu gagne license.,train,54,56,False,False,202,200
Enfant 4 ans ❓napaa crkk sa,Enfant 4 ans ❓napa korek sa.,train,29,30,False,False,227,226
M pli crr zom lamem sa,Mo plis krwar zom lamem sa.,train,24,29,False,False,232,227
Donne toi 1 oeuf et pren 1 poule ar toi,Donne toi 1 oeuf et pran 1 poule ar toi.,train,41,42,False,False,215,214
Moi mo dir bizin tire bane gros lapia et anguille dan bassin la osi.,Moi mo dir bizin tire bann gros lapia et anguille dan bassin la osi.,train,70,70,False,False,186,186
"Sa p vine kuma ""kyun ki saas bhi kabhi bahu thi"" épisodes lor épisodes","Sa pe vinn kuma ""kyun ki saas bhi kabhi bahu thi"": épisodes lor épisodes!",train,72,75,False,False,184,181
Pour ban ki in Decede pa sove ta 😅 😅 😅,"Pour bann ki inn decede, pa sove ta. 😅 😅 😅",train,40,44,False,False,216,212
"[NAME], pour tous to mem le roi creole ♥️ guet to banne bodyguard tous nous mem jesus benit toi","[NAME], pour tu tomem le roi creole ♥️ get to bann bodyguard tu, nous mem Jesus beni toi.",train,97,91,False,False,159,165
Bravo continier comsa les morisiens,Bravo! Kontiyn kumsa les Morisiens.,train,37,37,False,False,219,219
Oui camion la en tort. Mais van la ine bizin trouve camion depi loin. Van la ine bizin trouve camion la pe deboucher depi loin.. Van la ine continuer vine droite meme pensant ki camion la pou fini traverser. Van la pas fine faire aucaine move pou evite camion la,Oui camion la en tort. Mais van la inn bizin truve camion depi loin. Van la inn bizin truve camion la pe debouche depi loin.. Van la inn kontiyn vinn droite mem pensant ki camion la pu fini traverser. Van la pas finn faire okenn move pu evite camion la.,train,264,255,True,False,0,1
Lerla 9 ans pou rknt sa,Lerla 9 ans pu raconte sa.,train,25,28,False,False,231,228
Foutez leur la paix bande de mal baisés,Foutez leur la paix bande de mal baisés.,train,41,42,False,False,215,214
