text,standardized,split,prefixed_input,input_word_len,target_word_len,input_char_len,target_char_len,prefixed_input_token_len,target_token_len,input_token_word_ratio,target_token_word_ratio,input_has_unk,target_has_unk,input_truncated,target_truncated
Plus vite et plus brite,Plus vite et plus brite.,train,restore Mauritian Creole text: Plus vite et plus brite,5,5,23,24,19,11,3.8,2.2,False,False,False,False
"Ninport ki kantite bon lalwa kapav mete kisenla ki pou fer respekte sa bann lalawa la enn sinp lexanp bann masinn finn arete lor doub laliyn zonn pou al aste dalpouri sipaki pe blok tou trafik enn masinn lapolis pase ki li fer be li nek zis blok par deryer li atann ziska li kapav pase eoula lor tou larout 1 masinn (ziska so motosiklet tou) roul ar foul far (ilegal sa) lapolis pa fer narnye disco mobil ek lesapma koumadir tiyo desarz bann misye napa tande mem sa sel zafer ki lapolis kone ""speed limit"" ek alkotes tou leres roule mem saaa 🙁 normal bann ki kontan abize pou abize ki respe zot pou ena pou sa kalite lapolis zanfout la","Nerport ki kantite bon lalwa kapav met, kisanla ki pu fer respekte sa bann lalawa la? Enn sinp lexanp: bann masinn finn aret lor doub laliyn zonn pu ale aste dalpouri sipaki, pe bloke tu trafik. Enn masinn lapolis pase, ki li fer? B li nek zis bloke par deryer, li atann ziska li kapav pase. Eoula! Lor tu la route, 1 masinn (ziska so motosiklet tu) roule ar foul far (illegal, sa!). Lapolis pa fer nanyin. Disco mobil ek lesapma koumadir tiyo desarz? Bann misye napa tande mem, sa. Sel zafer ki lapolis kone: ""speed limit"" ek alkotes. Tu ler: roule mem sa! 🙁 Normal bann ki kontan abize pu abize. Ki respe zot pu ena pu sa kalite lapolis zanfan la?",train,"restore Mauritian Creole text: Ninport ki kantite bon lalwa kapav mete kisenla ki pou fer respekte sa bann lalawa la enn sinp lexanp bann masinn finn arete lor doub laliyn zonn pou al aste dalpouri sipaki pe blok tou trafik enn masinn lapolis pase ki li fer be li nek zis blok par deryer li atann ziska li kapav pase eoula lor tou larout 1 masinn (ziska so motosiklet tou) roul ar foul far (ilegal sa) lapolis pa fer narnye disco mobil ek lesapma koumadir tiyo desarz bann misye napa tande mem sa sel zafer ki lapolis kone ""speed limit"" ek alkotes tou leres roule mem saaa 🙁 normal bann ki kontan abize pou abize ki respe zot pou ena pou sa kalite lapolis zanfout la",122,123,635,649,329,331,2.69672131147541,2.6910569105691056,True,True,True,True
Appel sa ban poizon de la société,Apel sa bann poizon de la société.,train,restore Mauritian Creole text: Appel sa ban poizon de la société,7,7,33,34,22,15,3.142857142857143,2.142857142857143,False,False,False,False
"To pe plake to pe bez la monaie gov san to fer narye ek to pe rod me to family partou, to dal pas pe cuit lerla navin pas bon","To pe plake, to pe bez la monnaie guvernman san to fer nanyin ek to pe rode met to family partu. To dhall pas pe cuit, lerla Navin pas bon.",train,"restore Mauritian Creole text: To pe plake to pe bez la monaie gov san to fer narye ek to pe rod me to family partou, to dal pas pe cuit lerla navin pas bon",30,30,125,139,63,54,2.1,1.8,False,False,False,False
Coupe tou allowance pu ban ti travailleur donne ban miniss la arete paye overtime met pression pu nanier lor ban travailleur ki p travail dans ban conditions inapproprié lerla li pu drec system pu ggn pli buku bon resulta,"Coupe tu allowance pu bann ti travailleur donne bann minis la... Aret peye overtime. Met pression pu nanyin lor bann travailleur ki pe travail dans bann conditions inapproprié. Lerla li pu dress system, pu gagne plis buku bon rezilta.",train,restore Mauritian Creole text: Coupe tou allowance pu ban ti travailleur donne ban miniss la arete paye overtime met pression pu nanier lor ban travailleur ki p travail dans ban conditions inapproprié lerla li pu drec system pu ggn pli buku bon resulta,39,39,221,234,80,80,2.051282051282051,2.051282051282051,False,False,False,False
Ala sa ene bon raisonnement parski la tone essaye rode 1 solution dan place 1 critique courage à toi respect♥️👍🏽,Ala! Sa enn bon raisonnement parski la tonn essaye rode 1 solution dan place 1 kritik. Courage à toi respect.♥️👍🏽,train,restore Mauritian Creole text: Ala sa ene bon raisonnement parski la tone essaye rode 1 solution dan place 1 critique courage à toi respect♥️👍🏽,20,20,112,113,43,40,2.15,2.0,True,True,False,False
"[NAME], to pa conner ki appel charge provisoire sa mm to fer comment kk","[NAME], to pa kone ki apel charge provisoire, samem to fer comment kaka!",train,"restore Mauritian Creole text: [NAME], to pa conner ki appel charge provisoire sa mm to fer comment kk",14,13,71,72,36,27,2.5714285714285716,2.076923076923077,False,False,False,False
N figure cyclone freddy mem r zotte sa la zotto,"Enn figure cyclone freddy mem ar zot sa la, zoto!",train,restore Mauritian Creole text: N figure cyclone freddy mem r zotte sa la zotto,10,10,47,49,34,27,3.4,2.7,False,False,False,False
"[NAME], akoz bizin 10 touffe brede pou fer 1","[NAME], akoz bizin 10 touffe brede pu fer 1.",train,"restore Mauritian Creole text: [NAME], akoz bizin 10 touffe brede pou fer 1",9,9,44,44,32,23,3.5555555555555554,2.5555555555555554,False,False,False,False
"Mr ncr pas fine lere pou faire arrette tous sa ban pratiques la.. Ti vote changement pou ene vrai changement, pas zis change noms.. Prend conte lepep pe souffert ek pas pou tolere sa ban largesse de certain ki pe maja karo lor ledos lepep","Monsieur NCR pas finn ler pu faire aret tusa bann pratiques la... Ti vote changement pu enn vrai changement, pas zis change noms... Prend kont lepep pe souffert ek pas pu tolere sa bann largesse de certain ki pe maja karo lor ledo lepep.",train,"restore Mauritian Creole text: Mr ncr pas fine lere pou faire arrette tous sa ban pratiques la.. Ti vote changement pou ene vrai changement, pas zis change noms.. Prend conte lepep pe souffert ek pas pou tolere sa ban largesse de certain ki pe maja karo lor ledos lepep",45,44,238,237,96,85,2.1333333333333333,1.9318181818181819,False,False,False,False
Touts nou ban lorea pe kit nou ti île maurice 😞 nou pe ress ziss ban batiara ki resulta zot les gagné,Touts nu bann loreat pe kite nu ti île Maurice. 😞 Nu pe res zis bann batiara. Ki rezilta zot lei gagne?,train,restore Mauritian Creole text: Touts nou ban lorea pe kit nou ti île maurice 😞 nou pe ress ziss ban batiara ki resulta zot les gagné,22,22,101,103,51,50,2.3181818181818183,2.272727272727273,True,True,False,False
Pardon?? Sa mem tout?? Ale fr le tour dispensaire et mediclinic! Jamais ena meds jamais ena 1 treatment raisonable! Si 1 ti dir sa mo dir ok maybe faux mais combiens patients ki ale ggn 1 soin dispensaire ou mediclinic zot retrne kmsa sa mem sans 1 soin!!,Pardon?? Samem tu?? Ale fer le tour dispensaire et Medi-Clinic! Jamais ena medecin jamais ena 1 treatment raisonable! Si 1 ti dir sa mo dir ok maybe faux mais komie patients ki ale gagne 1 soin dispensaire ou Medi-Clinic zot retourne kumsamem sans 1 soin!!,train,restore Mauritian Creole text: Pardon?? Sa mem tout?? Ale fr le tour dispensaire et mediclinic! Jamais ena meds jamais ena 1 treatment raisonable! Si 1 ti dir sa mo dir ok maybe faux mais combiens patients ki ale ggn 1 soin dispensaire ou mediclinic zot retrne kmsa sa mem sans 1 soin!!,48,45,255,256,109,103,2.2708333333333335,2.2888888888888888,False,False,False,False
Mai van la na pena tor li su son route prioritaire le camion doin céder le passage,Me van la na pena tor. Li sur son route prioritaire. Le camion doit céder le passage.,train,restore Mauritian Creole text: Mai van la na pena tor li su son route prioritaire le camion doin céder le passage,17,17,82,85,38,29,2.235294117647059,1.7058823529411764,False,False,False,False
"[NAME], p aler p vini ki p fer la?","[NAME], pe ale pe vini ki pe fer la?",train,"restore Mauritian Creole text: [NAME], p aler p vini ki p fer la?",9,9,34,36,30,17,3.3333333333333335,1.8888888888888888,False,False,False,False
Zot in get tulsi bien alors,Zot inn get Tulsi bien alors.,train,restore Mauritian Creole text: Zot in get tulsi bien alors,6,6,27,29,20,13,3.3333333333333335,2.1666666666666665,False,False,False,False
Tir tou seki fr zot plaisir 🤌🏾 moo p santii ki sa lanney pu bien mov pu zot ✌🏽😂 lepep ki pu decide saa 🤷🏽‍♂️,Tire tu seki fer zot plaisir. 🤌🏾 Mo pe santi ki sa lane pu bien move pu zot. ✌🏽😂 Lepep ki pu decide sa. 🤷🏽‍♂️,train,restore Mauritian Creole text: Tir tou seki fr zot plaisir 🤌🏾 moo p santii ki sa lanney pu bien mov pu zot ✌🏽😂 lepep ki pu decide saa 🤷🏽‍♂️,25,25,108,109,66,55,2.64,2.2,True,True,False,False
"Mo esperez osman p get sa, combien la loi pour applique bne fou et irresponsible pour rest pareil zte pa pour changer sa ou al perdi ou fami lacoze driver nirport","Mo espere Osman pe get sa, combien la loi pour applique? Bann fou et irresponsible pour reste pareil zot pa pour change sa, ou ale perdi ou fami akoz driver nerport.",train,"restore Mauritian Creole text: Mo esperez osman p get sa, combien la loi pour applique bne fou et irresponsible pour rest pareil zte pa pour changer sa ou al perdi ou fami lacoze driver nirport",31,31,162,165,78,67,2.5161290322580645,2.161290322580645,False,False,False,False
L'habit ne fait pas le moine m esperE tn knprn,L'habit ne fait pas le moine. Mo espere tonn konpran.,train,restore Mauritian Creole text: L'habit ne fait pas le moine m esperE tn knprn,10,10,46,53,37,26,3.7,2.6,False,False,False,False
Pren so la vie bizin aret pitier,"Pran so lavi, bizin aret pitie.",train,restore Mauritian Creole text: Pren so la vie bizin aret pitier,7,6,32,31,22,16,3.142857142857143,2.6666666666666665,False,False,False,False
It's nt mmm Only Paul who stay pena majority pu suivre li,"It's not MMM, only Paul who stay. Pena majority pu suivre li.",train,restore Mauritian Creole text: It's nt mmm Only Paul who stay pena majority pu suivre li,12,12,57,61,31,22,2.5833333333333335,1.8333333333333333,False,False,False,False
"[NAME], b oui boss ou ena full raison bizin pren sa ban smf lor vacoas la si ki fer pa kpv ale","[NAME], b oui boss, ou ena full raison. Bizin pran sa bann SMF lor Vacoas la. Si kifer pa kapav ale.",train,"restore Mauritian Creole text: [NAME], b oui boss ou ena full raison bizin pren sa ban smf lor vacoas la si ki fer pa kpv ale",22,21,94,100,56,48,2.5454545454545454,2.2857142857142856,False,False,False,False
"[NAME], conner ki p cozer mo cousin","[NAME], kone ki pe koze mo cousin.",train,"restore Mauritian Creole text: [NAME], conner ki p cozer mo cousin",7,7,35,34,24,17,3.4285714285714284,2.4285714285714284,False,False,False,False
"In Quran latere ek lor zame pou besse, zakat bye","Inn Quran later ek lor zame pu besse, zakat bye.",train,"restore Mauritian Creole text: In Quran latere ek lor zame pou besse, zakat bye",10,10,48,48,34,26,3.4,2.6,False,False,False,False
Trop triste sa sympathy a la famille,Trop triste sa! Sympathy à la famille.,train,restore Mauritian Creole text: Trop triste sa sympathy a la famille,7,7,36,38,20,15,2.857142857142857,2.142857142857143,False,False,False,False
Tanque qui pou ainan protection dans la police pas pou ainan bon resultat parce qui banne proteger assiser baize casse,Tanque qui pu ena protection dans la police pas pu ena bon rezilta parski bann protez asize bez kas.,train,restore Mauritian Creole text: Tanque qui pou ainan protection dans la police pas pou ainan bon resultat parce qui banne proteger assiser baize casse,20,19,118,100,46,37,2.3,1.9473684210526316,False,False,False,False
Met li dans dégrisement l'amende 20000 bizin casse so liki cancel so license boure li dans cachot,"Met li dans dégrisement l'amende 20000, bizin kase so liki, cancel so license, boure li dans cachot.",train,restore Mauritian Creole text: Met li dans dégrisement l'amende 20000 bizin casse so liki cancel so license boure li dans cachot,17,17,97,100,49,45,2.8823529411764706,2.6470588235294117,False,False,False,False
"[NAME], so premier fois sa miz 🤣","[NAME], so premier fois sa miz. 🤣",train,"restore Mauritian Creole text: [NAME], so premier fois sa miz 🤣",7,7,32,33,24,16,3.4285714285714284,2.2857142857142856,True,True,False,False
GREAT RESPECT TO U ALL SANS ZOT L'ÎLE MAURICE 🇲🇺 TI POU 1 LENFER DEGEULASSE COMPAGNIE BIZIN DONNE ZOT 1 SPECIAL ALLOWANCE BIEN FORT POU ZOT COURAGE ET POU ENCOURAGE ZOT UN GRAND MERCI À VOUS 🤔🤔🤔🤔🤔🤔🤔,"GREAT RESPECT TO YOU ALL. SANS ZOT, L'ÎLE MAURICE 🇲🇺 TI PU 1 LENFER DEGEULASSE. COMPAGNIE BIZIN DONNE ZOT 1 SPECIAL ALLOWANCE BIEN FORT, PU ZOT COURAGE ET PU ENCOURAGE ZOT. UN GRAND MERCI À VOUS.🤔🤔🤔🤔🤔🤔🤔",train,restore Mauritian Creole text: GREAT RESPECT TO U ALL SANS ZOT L'ÎLE MAURICE 🇲🇺 TI POU 1 LENFER DEGEULASSE COMPAGNIE BIZIN DONNE ZOT 1 SPECIAL ALLOWANCE BIEN FORT POU ZOT COURAGE ET POU ENCOURAGE ZOT UN GRAND MERCI À VOUS 🤔🤔🤔🤔🤔🤔🤔,37,36,198,202,95,91,2.5675675675675675,2.5277777777777777,True,True,False,False
"[NAME], to p penc cki mo p penc lah nn? 😂","[NAME], to pe pense seki mo pe pense la non? 😂",train,"restore Mauritian Creole text: [NAME], to p penc cki mo p penc lah nn? 😂",11,11,41,46,35,18,3.1818181818181817,1.6363636363636365,True,True,False,False
Si rodrig p gne secousse tremblement de terre b ki rester pou li vine cot nusi.,"Si Rodrigues pe gagne secousse tremblement de terre, b ki reste pu li vinn kot nu osi?",train,restore Mauritian Creole text: Si rodrig p gne secousse tremblement de terre b ki rester pou li vine cot nusi.,16,17,79,86,42,39,2.625,2.2941176470588234,False,False,False,False
Apres sanc lin fr video ki tifi la in pay dimoun pu enlev li. Li kne manipule dimoun. Fod pa nu rentre dan so piege sa. Li p kwar li p fr serie li 😂😂😂😂,Apre sanse linn fer video ki tifi la inn peye dimunn pu enlev li. Li kone manipule dimunn. Fode pa nu rantre dan so pyez sa. Li pe krwar li pe fer serie li. 😂😂😂😂,train,restore Mauritian Creole text: Apres sanc lin fr video ki tifi la in pay dimoun pu enlev li. Li kne manipule dimoun. Fod pa nu rentre dan so piege sa. Li p kwar li p fr serie li 😂😂😂😂,35,35,151,161,85,81,2.4285714285714284,2.3142857142857145,True,True,False,False
Li pa declare??? Li pena nom????,Li pa deklare??? Li pena nom????,train,restore Mauritian Creole text: Li pa declare??? Li pena nom????,6,6,32,32,20,13,3.3333333333333335,2.1666666666666665,False,False,False,False
B parent la pas trouve so zenfant li pas ale station ale faire konner ki so zenfant missing,B parent la pas truve so zanfan li pas ale station ale faire kone ki so zanfan missing?,train,restore Mauritian Creole text: B parent la pas trouve so zenfant li pas ale station ale faire konner ki so zenfant missing,18,18,91,87,36,30,2.0,1.6666666666666667,False,False,False,False
Ey madame faudrait n imbécile mem pu al croire ban ragot ki ou p rakonter la,"Ey madame, faudrait enn imbécile mem pu ale croire bann ragot ki ou pe raconte la.",train,restore Mauritian Creole text: Ey madame faudrait n imbécile mem pu al croire ban ragot ki ou p rakonter la,16,16,76,82,45,39,2.8125,2.4375,False,False,False,False
Very good decision tro Prend sa pu granted aster zt va met 1 seryer,Very good decision. Tro pran sa pu granted. Aster zot va met 1 serye.,train,restore Mauritian Creole text: Very good decision tro Prend sa pu granted aster zt va met 1 seryer,14,14,67,69,31,27,2.2142857142857144,1.9285714285714286,False,False,False,False
"[NAME], BEIN OUI LOR ENE ANS GAGNE 2 FOIS RELEVER BANQUIERE BRO ALORS COMAN SA INDEROULÉ ZOTE PAS TROUVE UNUSUALS TRANSACTIONS EH MEME NOUS PAS INIVERSITER NOUS ENA NOUS LINTELLISANZE AUSSI (ENA BUKUP ZAFER BZARE LA DANS)OU TIRE 50 RS LOR OU CONTE ENE CAMION QUESTIONS ET PROSSEDIRES LA P COSE MILIONS LA BANK MO RANTE MO FER OU DANSSER EINHEIN","[NAME], BEIN OUI! LOR EN ANS GAGNE 2 FOIS RELEVER BANQUIERE BROTHER. ALORS KUMA SA INN DERULE ZOT PAS TRUVE UNUSUALS TRANSACTIONS? EH MEM NOUS PAS INIVERSITER NOUS ENA NOUS LINTELIZANS AUSSI (ENA BUKU ZAFER BIZAR ladan!!!) OU tire 50 Rs LOR OU kont ENN CAMION QUESTIONS ET PROSSEDIRES. LA PE KOZ MILIONS, LABANK MO RANTE MO FER. OU DANSE EINHEIN.",train,"restore Mauritian Creole text: [NAME], BEIN OUI LOR ENE ANS GAGNE 2 FOIS RELEVER BANQUIERE BRO ALORS COMAN SA INDEROULÉ ZOTE PAS TROUVE UNUSUALS TRANSACTIONS EH MEME NOUS PAS INIVERSITER NOUS ENA NOUS LINTELLISANZE AUSSI (ENA BUKUP ZAFER BZARE LA DANS)OU TIRE 50 RS LOR OU CONTE ENE CAMION QUESTIONS ET PROSSEDIRES LA P COSE MILIONS LA BANK MO RANTE MO FER OU DANSSER EINHEIN",61,61,344,346,164,160,2.6885245901639343,2.622950819672131,False,False,False,False
Premierement ou ti bizin guet n bon dr ki kpav donn ou n clearance fit for duty,Premierement ou ti bizin get enn bon doctor ki kapav donne ou enn clearance fit for duty.,train,restore Mauritian Creole text: Premierement ou ti bizin guet n bon dr ki kpav donn ou n clearance fit for duty,17,17,79,89,44,32,2.588235294117647,1.8823529411764706,False,False,False,False
B ki vitesse sa vans la ti p vini pou line bouze sa gros camion la koumsa wow,B ki vites sa van la ti pe vini pu linn bouze sa gros camion la kumsa? Wow.,train,restore Mauritian Creole text: B ki vitesse sa vans la ti p vini pou line bouze sa gros camion la koumsa wow,18,18,77,75,46,39,2.5555555555555554,2.1666666666666665,False,False,False,False
Fake sa selma.. Conversation la pa pou li sa.. sm1 else posted this earlier,Fake sa selma.. Conversation la pa pu li sa.. someone else posted this earlier.,train,restore Mauritian Creole text: Fake sa selma.. Conversation la pa pou li sa.. sm1 else posted this earlier,14,14,75,79,41,30,2.9285714285714284,2.142857142857143,False,False,False,False
"[NAME], mo pensé ou pas kone système cpe sa ti best last in my family my son did et ajordi li enn ingénieur. Aster la dans li pli facile la aussi zot pe fail","[NAME], mo pense ou pas kone système kapav sa ti best last inn my family my son did et azordi li enn ingénieur. Aster ladan li plis facile la aussi zot pe fail.",train,"restore Mauritian Creole text: [NAME], mo pensé ou pas kone système cpe sa ti best last in my family my son did et ajordi li enn ingénieur. Aster la dans li pli facile la aussi zot pe fail",34,33,157,160,73,68,2.1470588235294117,2.0606060606060606,False,False,False,False
B sa 2 la zot pas ti déclaré sa zot péna nom zot 😂🤣,B sa 2 la zot pas ti deklare sa. Zot péna nom zot. 😂🤣,train,restore Mauritian Creole text: B sa 2 la zot pas ti déclaré sa zot péna nom zot 😂🤣,14,14,51,53,42,35,3.0,2.5,True,True,False,False
Fer lecol mix encor ene ta pou fini enceint r sa couyonad mix la,Fer lekol mix ankor. Rnta pu fini enceinte ar sa kuyonad mix la.,train,restore Mauritian Creole text: Fer lecol mix encor ene ta pou fini enceint r sa couyonad mix la,14,13,64,64,43,30,3.0714285714285716,2.3076923076923075,False,False,False,False
Segner protez nou ti lil rodrigues 🕯,Segner protez nu ti lil Rodrigues. 🕯,train,restore Mauritian Creole text: Segner protez nou ti lil rodrigues 🕯,7,7,36,36,27,19,3.857142857142857,2.7142857142857144,True,True,False,False
"[NAME], to bizin dire li merci si sa banne la ti la 10ans de cela zordi nou ti pou dans differ gopia","[NAME], to bizin dire li merci. Si sa bann la ti la 10 ans de cela, zordi nu ti pu dans dife, gopia!",train,"restore Mauritian Creole text: [NAME], to bizin dire li merci si sa banne la ti la 10ans de cela zordi nou ti pou dans differ gopia",22,23,100,100,54,52,2.4545454545454546,2.260869565217391,False,False,False,False
Jet money partu saem malecdiction qan fair grandnoir,Zet money partu samem malediction kan fer grandnoir.,train,restore Mauritian Creole text: Jet money partu saem malecdiction qan fair grandnoir,8,8,52,52,29,18,3.625,2.25,False,False,False,False
Sel site ki pas ggn letmp load 🙄,Sel site ki pas gagne letan load. 🙄,train,restore Mauritian Creole text: Sel site ki pas ggn letmp load 🙄,8,8,32,35,23,15,2.875,1.875,True,True,False,False
Mo croire apres cotomili rentrer pou ena lock out,"Mo croire apre cotomili rantre, pu ena lock out.",train,restore Mauritian Creole text: Mo croire apres cotomili rentrer pou ena lock out,9,9,49,48,27,20,3.0,2.2222222222222223,False,False,False,False
Swa zom lamen kinn envoy sa,Soi zom lamem kinn avoy sa?,train,restore Mauritian Creole text: Swa zom lamen kinn envoy sa,6,6,27,27,26,20,4.333333333333333,3.3333333333333335,False,False,False,False
Publicité emtel lor la.... Leker rodriguais brille ferraille... Chagrin bus la même,Publicité Emtel lor la.... Leker Rodriguais brile ferraille... Chagrin bus lamem.,train,restore Mauritian Creole text: Publicité emtel lor la.... Leker rodriguais brille ferraille... Chagrin bus la même,12,11,83,81,39,29,3.25,2.6363636363636362,False,False,False,False
Met zero credit... ene sel couple vine 100%,Met zero credit... Enn sel couple vinn 100%.,train,restore Mauritian Creole text: Met zero credit... ene sel couple vine 100%,8,8,43,44,22,14,2.75,1.75,False,False,False,False
Ban aggressive zako si possible pou capave fair la prier bien svp. Canard pas ti dangerer,Bann aggressive zako si possible pu kapav fer la priye bien svp. Canard pas ti danzere.,train,restore Mauritian Creole text: Ban aggressive zako si possible pou capave fair la prier bien svp. Canard pas ti dangerer,16,16,89,87,41,39,2.5625,2.4375,False,False,False,False
Metre pou Navin aussi ta journal partialiter,Met pu Navin aussi. Ta journal partialite!,train,restore Mauritian Creole text: Metre pou Navin aussi ta journal partialiter,7,7,44,42,23,13,3.2857142857142856,1.8571428571428572,False,False,False,False
Lakz zt rangè par million loto astè 700mile 800mile rupi mai garage pena,"Lakaz zot range par million, loto aste 700 mile 800 mile roupie, me garage pena.",train,restore Mauritian Creole text: Lakz zt rangè par million loto astè 700mile 800mile rupi mai garage pena,13,15,72,80,38,29,2.923076923076923,1.9333333333333333,False,False,False,False
B si li ti soule li pou cone mem lin mort🤔,"B si li ti soule, li pu kone mem linn mort.🤔",train,restore Mauritian Creole text: B si li ti soule li pou cone mem lin mort🤔,11,11,42,44,32,27,2.909090909090909,2.4545454545454546,True,True,False,False
Fer moi rapel n fois mo ti aide n zenfants retrouve so parent meme la plage... Li telment grand place la zenfants desorienter et nous com parents bisin constantly veille lor zot..,Fer moi rapel enn fois mo ti aide enn zanfan retrouve so parent mem la plage... Li telma grand place la zanfan desorienter et nous kuma parents bizin constantly veille lor zot..,train,restore Mauritian Creole text: Fer moi rapel n fois mo ti aide n zenfants retrouve so parent meme la plage... Li telment grand place la zenfants desorienter et nous com parents bisin constantly veille lor zot..,32,32,179,177,71,67,2.21875,2.09375,False,False,False,False
"[NAME], exactement. Grosse negligence sahh","[NAME], exactement. Grosse negligence sa.",train,"restore Mauritian Creole text: [NAME], exactement. Grosse negligence sahh",5,5,42,41,24,14,4.8,2.8,False,False,False,False
Etaa li pane cone so valeur,Eta li pann kone so valeur.,train,restore Mauritian Creole text: Etaa li pane cone so valeur,6,6,27,27,21,13,3.5,2.1666666666666665,False,False,False,False
Sa ban kalit dimoune la bizin pas ggn caution mem sa.. Li 1grand souffrance sa pour 1mama et papa perdi zot zanfant lorla 1sel garçon zot ena sympathy a la famille,Sa bann kalite dimunn la bizin pas gagne caution mem sa.. Li 1 grand souffrance sa pour 1 mama et papa perdi zot zanfan lor la 1 sel garçon zot ena. Sympathy a la famille.,train,restore Mauritian Creole text: Sa ban kalit dimoune la bizin pas ggn caution mem sa.. Li 1grand souffrance sa pour 1mama et papa perdi zot zanfant lorla 1sel garçon zot ena sympathy a la famille,31,35,163,171,82,74,2.6451612903225805,2.1142857142857143,False,False,False,False
Zot pa ti gagne laguer sa 2 la?,Zot pa ti gagne lager sa 2 la?,train,restore Mauritian Creole text: Zot pa ti gagne laguer sa 2 la?,8,8,31,30,27,18,3.375,2.25,False,False,False,False
Pli grand coupab ladan c l'alcool. Bzn ban sa couyonad la depi société la,Plis grand coupable ladan se l'alcool. Bizin bann sa kuyonad la depi société la.,train,restore Mauritian Creole text: Pli grand coupab ladan c l'alcool. Bzn ban sa couyonad la depi société la,14,14,73,80,44,34,3.142857142857143,2.4285714285714284,False,False,False,False
Mo pa coir ladan mw,Mo pa krwar ladan mwa.,train,restore Mauritian Creole text: Mo pa coir ladan mw,5,5,19,22,20,14,4.0,2.8,False,False,False,False
Tou le temps ena sa problem la dans valle pitot et chemin bien dangereux un la montant en pique lorla dimoune borde kot gagner,"Tultan ena sa problem ladan vallee pitot. Et chemin bien dangereux, un la montant en pique. Lor la dimunn borde kot gagne.",train,restore Mauritian Creole text: Tou le temps ena sa problem la dans valle pitot et chemin bien dangereux un la montant en pique lorla dimoune borde kot gagner,24,22,126,122,55,50,2.2916666666666665,2.272727272727273,False,False,False,False
"[NAME], lerla ou pu fr travail la dan zot place🤷‍♂️","[NAME], lerla ou pu fer travail ladan zot place?🤷‍♂️",train,"restore Mauritian Creole text: [NAME], lerla ou pu fr travail la dan zot place🤷‍♂️",10,9,51,52,32,24,3.2,2.6666666666666665,True,True,False,False
"Ki Fer medecinki travaye lopital Li kitte travaye Dan ler travaye li ale Dan clinic, sa bizin arreter sa,","Kifer medecin ki travail lopital, li kite travail dan ler travail, li ale dan clinic? Sa bizin aret sa.",train,"restore Mauritian Creole text: Ki Fer medecinki travaye lopital Li kitte travaye Dan ler travaye li ale Dan clinic, sa bizin arreter sa,",19,19,105,103,61,43,3.210526315789474,2.263157894736842,False,False,False,False
"[NAME], vine la 🤣🤣🤣","[NAME], vinn la 🤣🤣🤣",train,"restore Mauritian Creole text: [NAME], vine la 🤣🤣🤣",4,4,19,19,18,10,4.5,2.5,True,True,False,False
Lotla ti p fer trap dimoune li🤣🤣,Lotla ti pe fer trape dimunn li.🤣🤣,train,restore Mauritian Creole text: Lotla ti p fer trap dimoune li🤣🤣,7,7,32,34,27,19,3.857142857142857,2.7142857142857144,True,True,False,False
Parkor fini arsa ena pe kokin par milliar,Pankor fini ar sa? Ena pe kokin par milyar.,train,restore Mauritian Creole text: Parkor fini arsa ena pe kokin par milliar,8,9,41,43,29,22,3.625,2.4444444444444446,False,False,False,False
Police moris fort lor contravention top... Apres sa zero. Pas pour fair lenquet kot inn gain ladrogue,Police Moris fort lor contravention top... Apre sa zero. Pas pour fer lanket kot inn gagne ladrog.,train,restore Mauritian Creole text: Police moris fort lor contravention top... Apres sa zero. Pas pour fair lenquet kot inn gain ladrogue,17,17,101,98,44,37,2.588235294117647,2.176470588235294,False,False,False,False
Ki sa boutei 1lit la entre dan parti intime😄,Ki sa boutey 1 lit la entre dan parti intime?😄,train,restore Mauritian Creole text: Ki sa boutei 1lit la entre dan parti intime😄,9,10,44,46,27,19,3.0,1.9,True,True,False,False
Kot toti ete mama,Kot to ti ete mama?,train,restore Mauritian Creole text: Kot toti ete mama,4,5,17,19,18,13,4.5,2.6,False,False,False,False
Ti toutou cot to la chaîne to pas ti ena to la chaîne quand ramgolam ti passe la cour enfin mo pe envie dire to micro 🎤 mauvais macro,"Ti toutou. Kot to la chaîne? To pas ti ena to la chaîne quand Ramgoolam ti passe lakour? Enfin mo pe anvi dire to micro, 🎤 mauvais macro.",train,restore Mauritian Creole text: Ti toutou cot to la chaîne to pas ti ena to la chaîne quand ramgolam ti passe la cour enfin mo pe envie dire to micro 🎤 mauvais macro,29,28,133,137,52,51,1.793103448275862,1.8214285714285714,True,True,False,False
Linn fini pou so compte,Linn fini pu so compte.,train,restore Mauritian Creole text: Linn fini pou so compte,5,5,23,23,17,9,3.4,1.8,False,False,False,False
"[NAME], ki ou p kozer ki rapport ena ent ceki ou p dir la ek sa lartik la","[NAME], ki ou pe koze? Ki rapport ena ent seki ou pe dir la ek sa lartik la?",train,"restore Mauritian Creole text: [NAME], ki ou p kozer ki rapport ena ent ceki ou p dir la ek sa lartik la",18,18,73,76,48,38,2.6666666666666665,2.111111111111111,False,False,False,False
Tous les temp ti coumsa dans moris pas nouveau sa aster p decouvert lamerique 🤣🤣,Tultan ti kumsa dans Moris pas nouveau sa aster pe decouvert Amerik. 🤣🤣,train,restore Mauritian Creole text: Tous les temp ti coumsa dans moris pas nouveau sa aster p decouvert lamerique 🤣🤣,15,13,80,71,40,33,2.6666666666666665,2.5384615384615383,True,True,False,False
